profile,minute,load_kW,set,method,reserve_bid_kW,minute_shortfall_kW,minute_violation
235,18,474.7023,out_of_sample,CVaR,263.8803,0.0,False
235,19,459.6034,out_of_sample,CVaR,263.8803,0.0,False
235,20,471.907,out_of_sample,CVaR,263.8803,0.0,False
235,21,449.0873,out_of_sample,CVaR,263.8803,0.0,False
235,22,448.9912,out_of_sample,CVaR,263.8803,0.0,False
235,23,440.3938,out_of_sample,CVaR,263.8803,0.0,False
235,24,434.5573,out_of_sample,CVaR,263.8803,0.0,False
235,25,428.6381,out_of_sample,CVaR,263.8803,0.0,False
235,26,419.3604,out_of_sample,CVaR,263.8803,0.0,False
235,27,407.6721,out_of_sample,CVaR,263.8803,0.0,False
235,28,405.4983,out_of_sample,CVaR,263.8803,0.0,False
235,29,409.1233,out_of_sample,CVaR,263.8803,0.0,False
235,30,422.7586,out_of_sample,CVaR,263.8803,0.0,False
235,31,426.0584,out_of_sample,CVaR,263.8803,0.0,False
235,32,437.6744,out_of_sample,CVaR,263.8803,0.0,False
235,33,421.4658,out_of_sample,CVaR,263.8803,0.0,False
235,34,417.6872,out_of_sample,CVaR,263.8803,0.0,False
235,35,425.8508,out_of_sample,CVaR,263.8803,0.0,False
235,36,429.4215,out_of_sample,CVaR,263.8803,0.0,False
235,37,420.6001,out_of_sample,CVaR,263.8803,0.0,False
235,38,430.8846,out_of_sample,CVaR,263.8803,0.0,False
235,39,425.39,out_of_sample,CVaR,263.8803,0.0,False
235,40,418.2153,out_of_sample,CVaR,263.8803,0.0,False
235,41,424.6776,out_of_sample,CVaR,263.8803,0.0,False
235,42,425.6999,out_of_sample,CVaR,263.8803,0.0,False
235,43,421.4611,out_of_sample,CVaR,263.8803,0.0,False
235,44,417.551,out_of_sample,CVaR,263.8803,0.0,False
235,45,409.1464,out_of_sample,CVaR,263.8803,0.0,False
235,46,408.6606,out_of_sample,CVaR,263.8803,0.0,False
235,47,423.363,out_of_sample,CVaR,263.8803,0.0,False
235,48,427.9195,out_of_sample,CVaR,263.8803,0.0,False
235,49,439.2418,out_of_sample,CVaR,263.8803,0.0,False
235,50,444.9496,out_of_sample,CVaR,263.8803,0.0,False
235,51,438.8543,out_of_sample,CVaR,263.8803,0.0,False
235,52,423.2805,out_of_sample,CVaR,263.8803,0.0,False
235,53,416.9499,out_of_sample,CVaR,263.8803,0.0,False
235,54,414.0774,out_of_sample,CVaR,263.8803,0.0,False
235,55,410.908,out_of_sample,CVaR,263.8803,0.0,False
235,56,425.535,out_of_sample,CVaR,263.8803,0.0,False
235,57,438.4096,out_of_sample,CVaR,263.8803,0.0,False
235,58,462.2455,out_of_sample,CVaR,263.8803,0.0,False
235,59,453.5437,out_of_sample,CVaR,263.8803,0.0,False
235,60,469.561,out_of_sample,CVaR,263.8803,0.0,False
236,1,497.6442,out_of_sample,CVaR,263.8803,0.0,False
236,2,493.8174,out_of_sample,CVaR,263.8803,0.0,False
236,3,489.538,out_of_sample,CVaR,263.8803,0.0,False
236,4,480.7149,out_of_sample,CVaR,263.8803,0.0,False
236,5,455.4666,out_of_sample,CVaR,263.8803,0.0,False
236,6,457.3884,out_of_sample,CVaR,263.8803,0.0,False
236,7,451.1053,out_of_sample,CVaR,263.8803,0.0,False
236,8,441.746,out_of_sample,CVaR,263.8803,0.0,False
236,9,448.307,out_of_sample,CVaR,263.8803,0.0,False
236,10,435.1664,out_of_sample,CVaR,263.8803,0.0,False
236,11,445.998,out_of_sample,CVaR,263.8803,0.0,False
236,12,452.1287,out_of_sample,CVaR,263.8803,0.0,False
236,13,448.5135,out_of_sample,CVaR,263.8803,0.0,False
236,14,448.5346,out_of_sample,CVaR,263.8803,0.0,False
236,15,437.1249,out_of_sample,CVaR,263.8803,0.0,False
236,16,446.3397,out_of_sample,CVaR,263.8803,0.0,False
236,17,448.6789,out_of_sample,CVaR,263.8803,0.0,False
236,18,451.3537,out_of_sample,CVaR,263.8803,0.0,False
236,19,455.9921,out_of_sample,CVaR,263.8803,0.0,False
236,20,448.5287,out_of_sample,CVaR,263.8803,0.0,False
236,21,433.1069,out_of_sample,CVaR,263.8803,0.0,False
236,22,444.2273,out_of_sample,CVaR,263.8803,0.0,False
236,23,451.2707,out_of_sample,CVaR,263.8803,0.0,False
236,24,445.1878,out_of_sample,CVaR,263.8803,0.0,False
236,25,449.2555,out_of_sample,CVaR,263.8803,0.0,False
236,26,461.3159,out_of_sample,CVaR,263.8803,0.0,False
236,27,470.7447,out_of_sample,CVaR,263.8803,0.0,False
236,28,462.0334,out_of_sample,CVaR,263.8803,0.0,False
236,29,445.1646,out_of_sample,CVaR,263.8803,0.0,False
236,30,432.089,out_of_sample,CVaR,263.8803,0.0,False
236,31,430.7043,out_of_sample,CVaR,263.8803,0.0,False
236,32,447.3056,out_of_sample,CVaR,263.8803,0.0,False
236,33,440.0978,out_of_sample,CVaR,263.8803,0.0,False
236,34,435.1766,out_of_sample,CVaR,263.8803,0.0,False
236,35,430.7491,out_of_sample,CVaR,263.8803,0.0,False
236,36,427.8207,out_of_sample,CVaR,263.8803,0.0,False
236,37,430.57,out_of_sample,CVaR,263.8803,0.0,False
236,38,420.4262,out_of_sample,CVaR,263.8803,0.0,False
236,39,435.2706,out_of_sample,CVaR,263.8803,0.0,False
236,40,436.169,out_of_sample,CVaR,263.8803,0.0,False
236,41,463.3248,out_of_sample,CVaR,263.8803,0.0,False
236,42,450.8172,out_of_sample,CVaR,263.8803,0.0,False
236,43,467.5624,out_of_sample,CVaR,263.8803,0.0,False
236,44,480.4239,out_of_sample,CVaR,263.8803,0.0,False
236,45,473.8146,out_of_sample,CVaR,263.8803,0.0,False
236,46,468.258,out_of_sample,CVaR,263.8803,0.0,False
236,47,458.1882,out_of_sample,CVaR,263.8803,0.0,False
236,48,449.5118,out_of_sample,CVaR,263.8803,0.0,False
236,49,451.0258,out_of_sample,CVaR,263.8803,0.0,False
236,50,452.614,out_of_sample,CVaR,263.8803,0.0,False
236,51,437.809,out_of_sample,CVaR,263.8803,0.0,False
236,52,463.7517,out_of_sample,CVaR,263.8803,0.0,False
236,53,461.0474,out_of_sample,CVaR,263.8803,0.0,False
236,54,461.8991,out_of_sample,CVaR,263.8803,0.0,False
236,55,455.6939,out_of_sample,CVaR,263.8803,0.0,False
236,56,453.7733,out_of_sample,CVaR,263.8803,0.0,False
236,57,451.1062,out_of_sample,CVaR,263.8803,0.0,False
236,58,452.2249,out_of_sample,CVaR,263.8803,0.0,False
236,59,452.9944,out_of_sample,CVaR,263.8803,0.0,False
236,60,461.7537,out_of_sample,CVaR,263.8803,0.0,False
237,1,493.4306,out_of_sample,CVaR,263.8803,0.0,False
237,2,487.4613,out_of_sample,CVaR,263.8803,0.0,False
237,3,494.5129,out_of_sample,CVaR,263.8803,0.0,False
237,4,493.7814,out_of_sample,CVaR,263.8803,0.0,False
237,5,488.2076,out_of_sample,CVaR,263.8803,0.0,False
237,6,482.8916,out_of_sample,CVaR,263.8803,0.0,False
237,7,478.8993,out_of_sample,CVaR,263.8803,0.0,False
237,8,476.6946,out_of_sample,CVaR,263.8803,0.0,False
237,9,473.8121,out_of_sample,CVaR,263.8803,0.0,False
237,10,466.1909,out_of_sample,CVaR,263.8803,0.0,False
237,11,472.6772,out_of_sample,CVaR,263.8803,0.0,False
237,12,478.9884,out_of_sample,CVaR,263.8803,0.0,False
237,13,494.0877,out_of_sample,CVaR,263.8803,0.0,False
237,14,483.5041,out_of_sample,CVaR,263.8803,0.0,False
237,15,486.9114,out_of_sample,CVaR,263.8803,0.0,False
237,16,464.1903,out_of_sample,CVaR,263.8803,0.0,False
237,17,471.6293,out_of_sample,CVaR,263.8803,0.0,False
237,18,455.3864,out_of_sample,CVaR,263.8803,0.0,False
237,19,445.8962,out_of_sample,CVaR,263.8803,0.0,False
237,20,450.805,out_of_sample,CVaR,263.8803,0.0,False
237,21,445.6944,out_of_sample,CVaR,263.8803,0.0,False
237,22,439.9465,out_of_sample,CVaR,263.8803,0.0,False
237,23,437.7513,out_of_sample,CVaR,263.8803,0.0,False
237,24,448.1001,out_of_sample,CVaR,263.8803,0.0,False
237,25,440.7246,out_of_sample,CVaR,263.8803,0.0,False
237,26,443.1695,out_of_sample,CVaR,263.8803,0.0,False
237,27,442.2274,out_of_sample,CVaR,263.8803,0.0,False
237,28,453.5371,out_of_sample,CVaR,263.8803,0.0,False
237,29,463.9231,out_of_sample,CVaR,263.8803,0.0,False
237,30,446.3824,out_of_sample,CVaR,263.8803,0.0,False
237,31,459.8985,out_of_sample,CVaR,263.8803,0.0,False
237,32,455.3771,out_of_sample,CVaR,263.8803,0.0,False
237,33,460.0051,out_of_sample,CVaR,263.8803,0.0,False
237,34,452.4538,out_of_sample,CVaR,263.8803,0.0,False
237,35,459.0275,out_of_sample,CVaR,263.8803,0.0,False
237,36,486.7217,out_of_sample,CVaR,263.8803,0.0,False
237,37,486.946,out_of_sample,CVaR,263.8803,0.0,False
237,38,481.3549,out_of_sample,CVaR,263.8803,0.0,False
237,39,478.7791,out_of_sample,CVaR,263.8803,0.0,False
237,40,464.1962,out_of_sample,CVaR,263.8803,0.0,False
237,41,480.58,out_of_sample,CVaR,263.8803,0.0,False
237,42,483.6578,out_of_sample,CVaR,263.8803,0.0,False
237,43,472.7531,out_of_sample,CVaR,263.8803,0.0,False
237,44,463.4709,out_of_sample,CVaR,263.8803,0.0,False
237,45,465.5907,out_of_sample,CVaR,263.8803,0.0,False
237,46,476.5795,out_of_sample,CVaR,263.8803,0.0,False
237,47,465.3607,out_of_sample,CVaR,263.8803,0.0,False
237,48,478.0582,out_of_sample,CVaR,263.8803,0.0,False
237,49,477.094,out_of_sample,CVaR,263.8803,0.0,False
237,50,467.7589,out_of_sample,CVaR,263.8803,0.0,False
237,51,464.0573,out_of_sample,CVaR,263.8803,0.0,False
237,52,482.8396,out_of_sample,CVaR,263.8803,0.0,False
237,53,467.8686,out_of_sample,CVaR,263.8803,0.0,False
237,54,461.1181,out_of_sample,CVaR,263.8803,0.0,False
237,55,471.8772,out_of_sample,CVaR,263.8803,0.0,False
237,56,473.8343,out_of_sample,CVaR,263.8803,0.0,False
237,57,465.3273,out_of_sample,CVaR,263.8803,0.0,False
237,58,475.2485,out_of_sample,CVaR,263.8803,0.0,False
237,59,484.3018,out_of_sample,CVaR,263.8803,0.0,False
237,60,485.31,out_of_sample,CVaR,263.8803,0.0,False
238,1,379.2761,out_of_sample,CVaR,263.8803,0.0,False
238,2,386.8431,out_of_sample,CVaR,263.8803,0.0,False
238,3,397.2118,out_of_sample,CVaR,263.8803,0.0,False
238,4,386.9766,out_of_sample,CVaR,263.8803,0.0,False
238,5,383.9082,out_of_sample,CVaR,263.8803,0.0,False
238,6,389.5388,out_of_sample,CVaR,263.8803,0.0,False
238,7,402.2404,out_of_sample,CVaR,263.8803,0.0,False
238,8,409.4955,out_of_sample,CVaR,263.8803,0.0,False
238,9,383.0319,out_of_sample,CVaR,263.8803,0.0,False
238,10,374.0336,out_of_sample,CVaR,263.8803,0.0,False
238,11,374.3788,out_of_sample,CVaR,263.8803,0.0,False
238,12,364.8448,out_of_sample,CVaR,263.8803,0.0,False
238,13,379.3448,out_of_sample,CVaR,263.8803,0.0,False
238,14,390.6982,out_of_sample,CVaR,263.8803,0.0,False
238,15,376.369,out_of_sample,CVaR,263.8803,0.0,False
238,16,370.4315,out_of_sample,CVaR,263.8803,0.0,False
238,17,359.474,out_of_sample,CVaR,263.8803,0.0,False
238,18,355.5153,out_of_sample,CVaR,263.8803,0.0,False
238,19,351.867,out_of_sample,CVaR,263.8803,0.0,False
238,20,360.5888,out_of_sample,CVaR,263.8803,0.0,False
238,21,349.9675,out_of_sample,CVaR,263.8803,0.0,False
238,22,323.4625,out_of_sample,CVaR,263.8803,0.0,False
238,23,310.3769,out_of_sample,CVaR,263.8803,0.0,False
238,24,304.7313,out_of_sample,CVaR,263.8803,0.0,False
238,25,303.5859,out_of_sample,CVaR,263.8803,0.0,False
238,26,311.0915,out_of_sample,CVaR,263.8803,0.0,False
238,27,305.0984,out_of_sample,CVaR,263.8803,0.0,False
238,28,298.569,out_of_sample,CVaR,263.8803,0.0,False
238,29,295.6827,out_of_sample,CVaR,263.8803,0.0,False
238,30,291.308,out_of_sample,CVaR,263.8803,0.0,False
238,31,293.0813,out_of_sample,CVaR,263.8803,0.0,False
238,32,294.2092,out_of_sample,CVaR,263.8803,0.0,False
238,33,308.0441,out_of_sample,CVaR,263.8803,0.0,False
238,34,303.3956,out_of_sample,CVaR,263.8803,0.0,False
238,35,305.5711,out_of_sample,CVaR,263.8803,0.0,False
238,36,305.5425,out_of_sample,CVaR,263.8803,0.0,False
238,37,318.9727,out_of_sample,CVaR,263.8803,0.0,False
238,38,321.0619,out_of_sample,CVaR,263.8803,0.0,False
238,39,334.8392,out_of_sample,CVaR,263.8803,0.0,False
238,40,324.8097,out_of_sample,CVaR,263.8803,0.0,False
238,41,326.88,out_of_sample,CVaR,263.8803,0.0,False
238,42,323.2934,out_of_sample,CVaR,263.8803,0.0,False
238,43,313.4845,out_of_sample,CVaR,263.8803,0.0,False
238,44,316.2804,out_of_sample,CVaR,263.8803,0.0,False
238,45,336.5829,out_of_sample,CVaR,263.8803,0.0,False
238,46,328.4252,out_of_sample,CVaR,263.8803,0.0,False
238,47,328.3341,out_of_sample,CVaR,263.8803,0.0,False
238,48,316.2398,out_of_sample,CVaR,263.8803,0.0,False
238,49,303.9623,out_of_sample,CVaR,263.8803,0.0,False
238,50,299.7173,out_of_sample,CVaR,263.8803,0.0,False
238,51,299.1993,out_of_sample,CVaR,263.8803,0.0,False
238,52,299.0393,out_of_sample,CVaR,263.8803,0.0,False
238,53,300.5546,out_of_sample,CVaR,263.8803,0.0,False
238,54,287.5355,out_of_sample,CVaR,263.8803,0.0,False
238,55,286.1844,out_of_sample,CVaR,263.8803,0.0,False
238,56,296.1669,out_of_sample,CVaR,263.8803,0.0,False
238,57,286.2593,out_of_sample,CVaR,263.8803,0.0,False
238,58,287.494,out_of_sample,CVaR,263.8803,0.0,False
238,59,294.9979,out_of_sample,CVaR,263.8803,0.0,False
238,60,290.8034,out_of_sample,CVaR,263.8803,0.0,False
239,1,563.6607,out_of_sample,CVaR,263.8803,0.0,False
239,2,562.8164,out_of_sample,CVaR,263.8803,0.0,False
239,3,572.5697,out_of_sample,CVaR,263.8803,0.0,False
239,4,566.4091,out_of_sample,CVaR,263.8803,0.0,False
239,5,557.8961,out_of_sample,CVaR,263.8803,0.0,False
239,6,570.0988,out_of_sample,CVaR,263.8803,0.0,False
239,7,585.3081,out_of_sample,CVaR,263.8803,0.0,False
239,8,573.1391,out_of_sample,CVaR,263.8803,0.0,False
239,9,568.0183,out_of_sample,CVaR,263.8803,0.0,False
239,10,574.8945,out_of_sample,CVaR,263.8803,0.0,False
239,11,569.5137,out_of_sample,CVaR,263.8803,0.0,False
239,12,571.3129,out_of_sample,CVaR,263.8803,0.0,False
239,13,574.5698,out_of_sample,CVaR,263.8803,0.0,False
239,14,563.8343,out_of_sample,CVaR,263.8803,0.0,False
239,15,564.0395,out_of_sample,CVaR,263.8803,0.0,False
239,16,559.8145,out_of_sample,CVaR,263.8803,0.0,False
239,17,543.8524,out_of_sample,CVaR,263.8803,0.0,False
239,18,531.955,out_of_sample,CVaR,263.8803,0.0,False
239,19,524.7497,out_of_sample,CVaR,263.8803,0.0,False
239,20,534.1263,out_of_sample,CVaR,263.8803,0.0,False
239,21,542.6301,out_of_sample,CVaR,263.8803,0.0,False
239,22,547.9391,out_of_sample,CVaR,263.8803,0.0,False
239,23,549.4696,out_of_sample,CVaR,263.8803,0.0,False
239,24,550.5163,out_of_sample,CVaR,263.8803,0.0,False
239,25,550.0731,out_of_sample,CVaR,263.8803,0.0,False
239,26,550.9871,out_of_sample,CVaR,263.8803,0.0,False
239,27,552.4874,out_of_sample,CVaR,263.8803,0.0,False
239,28,535.0418,out_of_sample,CVaR,263.8803,0.0,False
239,29,525.876,out_of_sample,CVaR,263.8803,0.0,False
239,30,515.4795,out_of_sample,CVaR,263.8803,0.0,False
239,31,527.7575,out_of_sample,CVaR,263.8803,0.0,False
239,32,544.1069,out_of_sample,CVaR,263.8803,0.0,False
239,33,520.3453,out_of_sample,CVaR,263.8803,0.0,False
239,34,536.8618,out_of_sample,CVaR,263.8803,0.0,False
239,35,536.7076,out_of_sample,CVaR,263.8803,0.0,False
239,36,545.9264,out_of_sample,CVaR,263.8803,0.0,False
239,37,549.0715,out_of_sample,CVaR,263.8803,0.0,False
239,38,561.2725,out_of_sample,CVaR,263.8803,0.0,False
239,39,559.794,out_of_sample,CVaR,263.8803,0.0,False
239,40,542.8475,out_of_sample,CVaR,263.8803,0.0,False
239,41,540.5927,out_of_sample,CVaR,263.8803,0.0,False
239,42,544.8945,out_of_sample,CVaR,263.8803,0.0,False
239,43,541.4274,out_of_sample,CVaR,263.8803,0.0,False
239,44,547.166,out_of_sample,CVaR,263.8803,0.0,False
239,45,545.0226,out_of_sample,CVaR,263.8803,0.0,False
239,46,537.8662,out_of_sample,CVaR,263.8803,0.0,False
239,47,526.6779,out_of_sample,CVaR,263.8803,0.0,False
239,48,523.773,out_of_sample,CVaR,263.8803,0.0,False
239,49,527.1643,out_of_sample,CVaR,263.8803,0.0,False
239,50,508.4769,out_of_sample,CVaR,263.8803,0.0,False
239,51,503.7767,out_of_sample,CVaR,263.8803,0.0,False
239,52,487.4098,out_of_sample,CVaR,263.8803,0.0,False
239,53,486.7221,out_of_sample,CVaR,263.8803,0.0,False
239,54,504.1639,out_of_sample,CVaR,263.8803,0.0,False
239,55,495.566,out_of_sample,CVaR,263.8803,0.0,False
239,56,506.7652,out_of_sample,CVaR,263.8803,0.0,False
239,57,537.9356,out_of_sample,CVaR,263.8803,0.0,False
239,58,551.258,out_of_sample,CVaR,263.8803,0.0,False
239,59,549.6146,out_of_sample,CVaR,263.8803,0.0,False
239,60,555.24,out_of_sample,CVaR,263.8803,0.0,False
240,1,491.8171,out_of_sample,CVaR,263.8803,0.0,False
240,2,506.2947,out_of_sample,CVaR,263.8803,0.0,False
240,3,502.2723,out_of_sample,CVaR,263.8803,0.0,False
240,4,506.2384,out_of_sample,CVaR,263.8803,0.0,False
240,5,509.2858,out_of_sample,CVaR,263.8803,0.0,False
240,6,508.9787,out_of_sample,CVaR,263.8803,0.0,False
240,7,509.2301,out_of_sample,CVaR,263.8803,0.0,False
240,8,501.5779,out_of_sample,CVaR,263.8803,0.0,False
240,9,506.153,out_of_sample,CVaR,263.8803,0.0,False
240,10,509.3129,out_of_sample,CVaR,263.8803,0.0,False
240,11,505.7387,out_of_sample,CVaR,263.8803,0.0,False
240,12,513.6611,out_of_sample,CVaR,263.8803,0.0,False
240,13,524.2767,out_of_sample,CVaR,263.8803,0.0,False
240,14,530.1495,out_of_sample,CVaR,263.8803,0.0,False
240,15,518.1662,out_of_sample,CVaR,263.8803,0.0,False
240,16,519.0983,out_of_sample,CVaR,263.8803,0.0,False
240,17,509.8728,out_of_sample,CVaR,263.8803,0.0,False
240,18,511.906,out_of_sample,CVaR,263.8803,0.0,False
240,19,503.7313,out_of_sample,CVaR,263.8803,0.0,False
240,20,518.4652,out_of_sample,CVaR,263.8803,0.0,False
240,21,526.575,out_of_sample,CVaR,263.8803,0.0,False
240,22,537.4907,out_of_sample,CVaR,263.8803,0.0,False
240,23,546.1648,out_of_sample,CVaR,263.8803,0.0,False
240,24,540.6522,out_of_sample,CVaR,263.8803,0.0,False
240,25,534.3235,out_of_sample,CVaR,263.8803,0.0,False
240,26,550.4933,out_of_sample,CVaR,263.8803,0.0,False
240,27,545.712,out_of_sample,CVaR,263.8803,0.0,False
240,28,529.6578,out_of_sample,CVaR,263.8803,0.0,False
240,29,539.1875,out_of_sample,CVaR,263.8803,0.0,False
240,30,538.9616,out_of_sample,CVaR,263.8803,0.0,False
240,31,552.3958,out_of_sample,CVaR,263.8803,0.0,False
240,32,551.5855,out_of_sample,CVaR,263.8803,0.0,False
240,33,548.2249,out_of_sample,CVaR,263.8803,0.0,False
240,34,560.6955,out_of_sample,CVaR,263.8803,0.0,False
240,35,540.9743,out_of_sample,CVaR,263.8803,0.0,False
240,36,533.0851,out_of_sample,CVaR,263.8803,0.0,False
240,37,523.0407,out_of_sample,CVaR,263.8803,0.0,False
240,38,501.0263,out_of_sample,CVaR,263.8803,0.0,False
240,39,512.2222,out_of_sample,CVaR,263.8803,0.0,False
240,40,507.6393,out_of_sample,CVaR,263.8803,0.0,False
240,41,518.0901,out_of_sample,CVaR,263.8803,0.0,False
240,42,521.9661,out_of_sample,CVaR,263.8803,0.0,False
240,43,527.3866,out_of_sample,CVaR,263.8803,0.0,False
240,44,521.3486,out_of_sample,CVaR,263.8803,0.0,False
240,45,512.7535,out_of_sample,CVaR,263.8803,0.0,False
240,46,513.5278,out_of_sample,CVaR,263.8803,0.0,False
240,47,522.2934,out_of_sample,CVaR,263.8803,0.0,False
240,48,520.0958,out_of_sample,CVaR,263.8803,0.0,False
240,49,511.4261,out_of_sample,CVaR,263.8803,0.0,False
240,50,498.603,out_of_sample,CVaR,263.8803,0.0,False
240,51,501.1266,out_of_sample,CVaR,263.8803,0.0,False
240,52,495.5419,out_of_sample,CVaR,263.8803,0.0,False
240,53,495.23,out_of_sample,CVaR,263.8803,0.0,False
240,54,493.0687,out_of_sample,CVaR,263.8803,0.0,False
240,55,488.8997,out_of_sample,CVaR,263.8803,0.0,False
240,56,492.4102,out_of_sample,CVaR,263.8803,0.0,False
240,57,497.9122,out_of_sample,CVaR,263.8803,0.0,False
240,58,516.6778,out_of_sample,CVaR,263.8803,0.0,False
240,59,520.9462,out_of_sample,CVaR,263.8803,0.0,False
240,60,532.9001,out_of_sample,CVaR,263.8803,0.0,False
241,1,367.8107,out_of_sample,CVaR,263.8803,0.0,False
241,2,375.8452,out_of_sample,CVaR,263.8803,0.0,False
241,3,388.0716,out_of_sample,CVaR,263.8803,0.0,False
241,4,361.3931,out_of_sample,CVaR,263.8803,0.0,False
241,5,375.8396,out_of_sample,CVaR,263.8803,0.0,False
241,6,379.3915,out_of_sample,CVaR,263.8803,0.0,False
241,7,363.7214,out_of_sample,CVaR,263.8803,0.0,False
241,8,372.5908,out_of_sample,CVaR,263.8803,0.0,False
241,9,374.8229,out_of_sample,CVaR,263.8803,0.0,False
241,10,378.8558,out_of_sample,CVaR,263.8803,0.0,False
241,11,388.5185,out_of_sample,CVaR,263.8803,0.0,False
241,12,391.2522,out_of_sample,CVaR,263.8803,0.0,False
241,13,374.5296,out_of_sample,CVaR,263.8803,0.0,False
241,14,372.9993,out_of_sample,CVaR,263.8803,0.0,False
241,15,356.7792,out_of_sample,CVaR,263.8803,0.0,False
241,16,365.0314,out_of_sample,CVaR,263.8803,0.0,False
241,17,379.6285,out_of_sample,CVaR,263.8803,0.0,False
241,18,365.9139,out_of_sample,CVaR,263.8803,0.0,False
241,19,359.3686,out_of_sample,CVaR,263.8803,0.0,False
241,20,351.3143,out_of_sample,CVaR,263.8803,0.0,False
241,21,348.3182,out_of_sample,CVaR,263.8803,0.0,False
241,22,354.1459,out_of_sample,CVaR,263.8803,0.0,False
241,23,350.5158,out_of_sample,CVaR,263.8803,0.0,False
241,24,358.0712,out_of_sample,CVaR,263.8803,0.0,False
241,25,368.6413,out_of_sample,CVaR,263.8803,0.0,False
241,26,378.1004,out_of_sample,CVaR,263.8803,0.0,False
241,27,364.0211,out_of_sample,CVaR,263.8803,0.0,False
241,28,376.4727,out_of_sample,CVaR,263.8803,0.0,False
241,29,388.0377,out_of_sample,CVaR,263.8803,0.0,False
241,30,398.8945,out_of_sample,CVaR,263.8803,0.0,False
241,31,391.1661,out_of_sample,CVaR,263.8803,0.0,False
241,32,378.2576,out_of_sample,CVaR,263.8803,0.0,False
241,33,364.4185,out_of_sample,CVaR,263.8803,0.0,False
241,34,350.9219,out_of_sample,CVaR,263.8803,0.0,False
241,35,350.0506,out_of_sample,CVaR,263.8803,0.0,False
241,36,357.5311,out_of_sample,CVaR,263.8803,0.0,False
241,37,368.6018,out_of_sample,CVaR,263.8803,0.0,False
241,38,360.3396,out_of_sample,CVaR,263.8803,0.0,False
241,39,357.4705,out_of_sample,CVaR,263.8803,0.0,False
241,40,354.2398,out_of_sample,CVaR,263.8803,0.0,False
241,41,346.0514,out_of_sample,CVaR,263.8803,0.0,False
241,42,352.5373,out_of_sample,CVaR,263.8803,0.0,False
241,43,354.5131,out_of_sample,CVaR,263.8803,0.0,False
241,44,354.0538,out_of_sample,CVaR,263.8803,0.0,False
241,45,355.841,out_of_sample,CVaR,263.8803,0.0,False
241,46,360.0251,out_of_sample,CVaR,263.8803,0.0,False
241,47,363.6594,out_of_sample,CVaR,263.8803,0.0,False
241,48,352.4817,out_of_sample,CVaR,263.8803,0.0,False
241,49,360.0668,out_of_sample,CVaR,263.8803,0.0,False
241,50,360.4138,out_of_sample,CVaR,263.8803,0.0,False
241,51,353.9078,out_of_sample,CVaR,263.8803,0.0,False
241,52,354.9648,out_of_sample,CVaR,263.8803,0.0,False
241,53,357.0946,out_of_sample,CVaR,263.8803,0.0,False
241,54,366.4411,out_of_sample,CVaR,263.8803,0.0,False
241,55,353.4859,out_of_sample,CVaR,263.8803,0.0,False
241,56,365.8943,out_of_sample,CVaR,263.8803,0.0,False
241,57,363.8899,out_of_sample,CVaR,263.8803,0.0,False
241,58,356.922,out_of_sample,CVaR,263.8803,0.0,False
241,59,350.5669,out_of_sample,CVaR,263.8803,0.0,False
241,60,340.4027,out_of_sample,CVaR,263.8803,0.0,False
242,1,363.4553,out_of_sample,CVaR,263.8803,0.0,False
242,2,352.2048,out_of_sample,CVaR,263.8803,0.0,False
242,3,359.3258,out_of_sample,CVaR,263.8803,0.0,False
242,4,357.6376,out_of_sample,CVaR,263.8803,0.0,False
242,5,364.9854,out_of_sample,CVaR,263.8803,0.0,False
242,6,362.1381,out_of_sample,CVaR,263.8803,0.0,False
242,7,354.9054,out_of_sample,CVaR,263.8803,0.0,False
242,8,352.1639,out_of_sample,CVaR,263.8803,0.0,False
242,9,328.2763,out_of_sample,CVaR,263.8803,0.0,False
242,10,319.7396,out_of_sample,CVaR,263.8803,0.0,False
242,11,333.2529,out_of_sample,CVaR,263.8803,0.0,False
242,12,347.6967,out_of_sample,CVaR,263.8803,0.0,False
242,13,362.6726,out_of_sample,CVaR,263.8803,0.0,False
242,14,366.3258,out_of_sample,CVaR,263.8803,0.0,False
242,15,342.702,out_of_sample,CVaR,263.8803,0.0,False
242,16,338.2559,out_of_sample,CVaR,263.8803,0.0,False
242,17,354.0719,out_of_sample,CVaR,263.8803,0.0,False
242,18,371.1041,out_of_sample,CVaR,263.8803,0.0,False
242,19,383.6147,out_of_sample,CVaR,263.8803,0.0,False
242,20,378.7561,out_of_sample,CVaR,263.8803,0.0,False
242,21,363.8915,out_of_sample,CVaR,263.8803,0.0,False
242,22,363.5757,out_of_sample,CVaR,263.8803,0.0,False
242,23,363.948,out_of_sample,CVaR,263.8803,0.0,False
242,24,379.8677,out_of_sample,CVaR,263.8803,0.0,False
242,25,380.5714,out_of_sample,CVaR,263.8803,0.0,False
242,26,379.1383,out_of_sample,CVaR,263.8803,0.0,False
242,27,378.4895,out_of_sample,CVaR,263.8803,0.0,False
242,28,381.2113,out_of_sample,CVaR,263.8803,0.0,False
242,29,385.8858,out_of_sample,CVaR,263.8803,0.0,False
242,30,376.487,out_of_sample,CVaR,263.8803,0.0,False
242,31,364.8663,out_of_sample,CVaR,263.8803,0.0,False
242,32,378.8868,out_of_sample,CVaR,263.8803,0.0,False
242,33,361.0574,out_of_sample,CVaR,263.8803,0.0,False
242,34,378.0883,out_of_sample,CVaR,263.8803,0.0,False
